MetaboliteName;KEGG_Pathways_Total_Metabolites;KEGG.ID;CommonName;CAS;PubChem;ChEBI;mzPos;mzNEG;RT;PathwayID;PathwayName;"PathwayClass;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;";;;;;;;;;;;;
Glucose;D-Glucose;C00031;"D-Glucose; Grape sugar; Dextrose; Glucose; D-Glucopyranose";50-99-7 2280-44-6;3333;4167;181.07066;179.05611;5.65;"hsa00010; hsa00030; hsa00052; hsa00500; hsa00520; hsa00524; hsa02010; hsa04066; hsa04068; hsa04152; hsa04742; hsa04910; hsa04911; hsa04917; hsa04922; hsa04930; hsa04931; hsa04932; hsa04933; hsa04973; hsa04976; hsa04978; hsa05230;"" hsa05415";"Glycolysis / Gluconeogenesis""; Pentose phosphate pathway; Galactose metabolism; Starch and sucrose metabolism; Amino sugar and nucleotide sugar metabolism; Neomycin";" kanamycin and gentamicin biosynthesis; ABC transporters; HIF-1 signaling pathway; FoxO signaling pathway; AMPK signaling pathway; Taste transduction; Insulin signaling pathway; Insulin secretion; Prolactin signaling pathway; Glucagon signaling pathway; Type II diabetes mellitus; Insulin resistance; Non-alcoholic fatty liver disease; AGE-RAGE signaling pathway in diabetic complications; Carbohydrate digestion and absorption; Bile secretion; Mineral absorption; Central carbon metabolism in cancer;"" Diabetic cardiomyopathy""""";"Metabolism""; Carbohydrate metabolism; Biosynthesis of other secondary metabolites; Environmental Information Processing; Membrane transport; Signal transduction; Organismal Systems; Sensory system; Endocrine system; Human Diseases; Endocrine and metabolic disease; Digestive system; Cancer: overview; Cardiovascular disease;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;";;;;;;;;;;;
Myo-inositol;myo-Inositol;C00137;"myo-Inositol; D-myo-Inositol; 1D-myo-Inositol; L-myo-Inositol; 1L-myo-Inositol; meso-Inositol; Inositol; Dambose; Cyclohexitol; Meat sugar; Bios I";87-89-8;3437;17268;181.07066;179.05611;3.1;"hsa00052; hsa00053; hsa00562; hsa02010; hsa04070";"Galactose metabolism; Ascorbate and aldarate metabolism; Inositol phosphate metabolism; ABC transporters; Phosphatidylinositol signaling system";"Metabolism; Carbohydrate metabolism; Environmental Information Processing; Membrane transport; Signal transduction;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;";;;;;;;;;;;;
"paraxanthine,""1,7-Dimethylxanthine"",C13747,""1,7-Dimethylxanthine;"" Paraxanthine""""";611-59-6;586336;25858;181.072;179.05745;2.67;hsa00232;Caffeine metabolism;"Metabolism""; Biosynthesis of other secondary metabolites;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;";;;;;;;;;;;;;;;
"Theobromine,Theobromine,C07480,""Theobromine;"" 3";"7-Dimethylxanthine""""";83-67-0;9683;28946;181.072;179.05745;2.54;hsa00232;Caffeine metabolism;"Metabolism""; Biosynthesis of other secondary metabolites;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;";;;;;;;;;;;;;;
"Theophylline,NA,C07130,""Theophylline;"" 1";"3-Dimethylxanthine""""";58-55-9;9340;28177;181.072;179.05745;2.44;hsa00232;Caffeine metabolism;"Metabolism""; Biosynthesis of other secondary metabolites;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;";;;;;;;;;;;;;;
3-Amino-3-(4-hydroxyphenyl)propanoic;NA;NA;NA;NA;NA;NA;182.08117;180.06662;5.79;NA;NA;"NA;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;";;;;;;;;;;;;
L-Threo-3-Phenylserine (DL-3-Phenylserine);NA;C03290;L-threo-3-Phenylserine;6254-48-4;6147;16795;182.08117;180.06662;3.53;NA;NA;"NA;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;";;;;;;;;;;;;
o-Tyrosine;NA;NA;NA;NA;NA;NA;182.08117;180.06662;2.98;NA;NA;"NA;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;";;;;;;;;;;;;
Tyrosine;L-Tyrosine;C00082;"L-Tyrosine; (S)-3-(p-Hydroxyphenyl)alanine; (S)-2-Amino-3-(p-hydroxyphenyl)propionic acid; Tyrosine";60-18-4;3382;17895;182.08117;180.06662;5.27;"hsa00130; hsa00350; hsa00360; hsa00400; hsa00730; hsa00970; hsa04728; hsa04916; hsa04917; hsa04974; hsa05012; hsa05030; hsa05031; hsa05034;"" hsa05230";"Ubiquinone and other terpenoid-quinone biosynthesis""; Tyrosine metabolism; Phenylalanine metabolism; Phenylalanine";" tyrosine and tryptophan biosynthesis; Thiamine metabolism; Aminoacyl-tRNA biosynthesis; Dopaminergic synapse; Melanogenesis; Prolactin signaling pathway; Protein digestion and absorption; Parkinson disease; Cocaine addiction; Amphetamine addiction; Alcoholism;"" Central carbon metabolism in cancer""""";"Metabolism""; Metabolism of cofactors and vitamins; Amino acid metabolism; Genetic Information Processing; Translation; Organismal Systems; Nervous system; Endocrine system; Digestive system; Human Diseases; Neurodegenerative disease; Substance dependence; Cancer: overview;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;";;;;;;;;;;;
1-Methyluric acid;1-Methyluric acid;C16359;1-Methyluric acid;708-79-2;47205667;68441;183.05127;181.03671;4.24;hsa00232;Caffeine metabolism;"Metabolism; Biosynthesis of other secondary metabolites;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;";;;;;;;;;;;;
9-Methyluric acid;NA;NA;NA;NA;NA;NA;183.05127;181.03671;4.26;NA;NA;"NA;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;";;;;;;;;;;;;
3;4-dihydroxy-hydrocinnamic acid;NA;NA;NA;NA;NA;NA;183.06519;181.05063;9.34;NA;NA;"NA;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;";;;;;;;;;;;
DL-p-Hydroxyphenyllactic acid;NA;C03672;"3-(4-Hydroxyphenyl)lactate; 4-Hydroxyphenyllactate; p-Hydroxyphenyllactate; 2-Hydroxy-3-(4-hydroxyphenyl)propanoate";NA;6448;1 738 536 659;183.06519;181.05063;3.54;NA;NA;"NA;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;";;;;;;;;;;;;
Homovanillic acid;Homovanillate;C05582;"Homovanillate; Homovanillic acid; 3-Methoxy-4-hydroxyphenylacetate";306-08-1;7908;545959;183.06519;181.05063;3.71;"hsa00350; hsa04728";"Tyrosine metabolism; Dopaminergic synapse";"Metabolism; Amino acid metabolism; Organismal Systems; Nervous system;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;";;;;;;;;;;;;
Isohomovanillic acid (3-Hydroxy-4-methoxyphenylacetic acid);Phenylacetic acid;C07086;"Phenylacetic acid; Benzylformic acid; Phenylacetate; Benzeneacetic acid";103-82-2;9297;30745;183.06519;181.05063;3.25;hsa00360;Phenylalanine metabolism;"Metabolism; Amino acid metabolism;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;";;;;;;;;;;;;
D-Mannitol;NA;C00392;"Mannitol; D-Mannitol";69-65-8;3682;16899;183.08631;181.07176;7.1;"hsa00051; hsa02010";"Fructose and mannose metabolism; ABC transporters";"Metabolism; Carbohydrate metabolism; Environmental Information Processing; Membrane transport;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;";;;;;;;;;;;;
Sorbitol;D-Sorbitol;C00794;"D-Sorbitol; D-Glucitol; L-Gulitol; Sorbitol";50-70-4;4052;17924;183.08631;181.07176;6.62;"hsa00051; hsa00052; hsa02010; hsa05415";"Fructose and mannose metabolism; Galactose metabolism; ABC transporters; Diabetic cardiomyopathy";"Metabolism; Carbohydrate metabolism; Environmental Information Processing; Membrane transport; Human Diseases; Cardiovascular disease;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;";;;;;;;;;;;;
"3,5-Dihydroxy-phenylglycine,NA,C12026,""3,5-Dihydroxy-phenylglycine; L-3";"5-Dihydroxyphenylglycine;"" (S)-3";"5-Dihydroxyphenylglycine""""";146255-66-5;14183;29474;184.06043;182.04588;8.39;NA;NA;"NA"";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;";;;;;;;;;;;;;
4-Pyridoxic acid;4-Pyridoxate;C00847;"4-Pyridoxate; 4-Pyridoxic acid";82-82-6;4104;17405;184.06043;182.04588;2.09;hsa00750;Vitamin B6 metabolism;"Metabolism; Metabolism of cofactors and vitamins;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;";;;;;;;;;;;;
DL-normetanephrine;NA;C00556;"Benzyl alcohol; alpha-Hydroxytoluene; Benzenemethanol; Phenylmethanol; Phenylcarbinol; Hydroxymethylbenzene";100-51-6;3836;17987;184.09682;182.08227;3.69;NA;NA;"NA;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;";;;;;;;;;;;;
"Epinephrine (Adrenaline),L-Adrenaline,C00788,""L-Adrenaline; (R)-(-)-Adrenaline; (R)-(-)-Epinephrine; (R)-(-)-Epirenamine; (R)-(-)-Adnephrine;"" 4-[(1R)-1-Hydroxy-2-(methylamino)ethyl]-1";"2-benzenediol""""";51-43-4;4046;28918;184.09682;182.08227;0;"hsa00350""; hsa04024; hsa04080; hsa04261; hsa04923; hsa04924; hsa05207";"Tyrosine metabolism; cAMP signaling pathway; Neuroactive ligand-receptor interaction; Adrenergic signaling in cardiomyocytes; Regulation of lipolysis in adipocytes; Renin secretion; Chemical carcinogenesis - receptor activation";"Metabolism; Amino acid metabolism; Environmental Information Processing; Signal transduction; Signaling molecules and interaction; Organismal Systems; Circulatory system; Endocrine system; Human Diseases; Cancer: overview;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;";;;;;;;;;;;;;;
Phosphoserine;O-Phospho-L-serine;C01005;"O-Phospho-L-serine; L-O-Phosphoserine; 3-Phosphoserine; Dexfosfoserine; 3-Phospho-L-serine";407-41-0;4251;15811;186.0162;184.00165;8.81;"hsa00260; hsa00270;"" hsa00970";Glycine;" serine and threonine metabolism""; Cysteine and methionine metabolism;"" Aminoacyl-tRNA biosynthesis""""";"Metabolism""; Amino acid metabolism; Genetic Information Processing; Translation;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;";;;;;;;;;;;
Indoleacrylic acid;NA;C21283;"3-Indoleacrylate; (2E)-3-(1H-Indol-3-yl)prop-2-enoate; 3-(Indol-3-yl)acrylate";NA;318172263;NA;188.07061;186.05605;2.75;NA;NA;"NA;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;";;;;;;;;;;;;
N8-Acetylspermidine;NA;C01029;N8-Acetylspermidine;13431-24-8;4273;27911;188.17574;186.16119;7.79;NA;NA;"NA;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;";;;;;;;;;;;;
m-Cresolsulfate;NA;NA;NA;NA;NA;NA;189.02161;187.00705;1.74;NA;NA;"NA;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;";;;;;;;;;;;;
o-Cresolsulfate;NA;NA;NA;NA;NA;NA;189.02161;187.00705;1.78;NA;NA;"NA;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;";;;;;;;;;;;;
p-cresolsulfate;NA;NA;NA;NA;NA;NA;189.02161;187.00705;1.76;NA;NA;"NA;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;";;;;;;;;;;;;
"Azelaic acid,NA,C08261,""Azelaic acid; Nonanedioic acid;"" 1";"7-Heptanedicarboxylic acid""""";123-99-9;10460;48131;189.11214;187.09758;5.92;NA;NA;"NA"";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;";;;;;;;;;;;;;;
N6-Acetyl-L-lysine;NA;C02727;N6-Acetyl-L-lysine;692-04-6;5689;17752;189.12337;187.10882;5.77;hsa00310;Lysine degradation;"Metabolism; Amino acid metabolism;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;";;;;;;;;;;;;
10-hydroxydecanoic acid;NA;C02774;"10-Hydroxydecanoic acid; 10-Hydroxydecanoate";1679-53-4;5726;17409;189.14852;187.13397;2.15;NA;NA;"NA;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;";;;;;;;;;;;;
3-hydroxydecanoic acid;Decanoic acid;C01571;"Decanoic acid; Decanoate; Decylic acid; n-Capric acid";334-48-5;4728;2 768 930 813;189.14852;187.13397;2.03;hsa00061;Fatty acid biosynthesis;"Metabolism; Lipid metabolism;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;";;;;;;;;;;;;
N;N;N-Trimethyllysine;NA;NA;NA;NA;NA;NA;189.15975;187.1452;8.8;NA;NA;"NA;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;";;;;;;;;;;
Kynurenic acid;NA;C01717;"4-Hydroxy-2-quinolinecarboxylic acid; Kynurenic acid; Kynurenate";492-27-3;4854;18344;190.04987;188.03532;2.61;hsa00380;Tryptophan metabolism;"Metabolism; Amino acid metabolism;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;";;;;;;;;;;;;
N acetyl DL glutamic acid;NA;NA;NA;NA;NA;NA;190.071;188.05645;7.64;NA;NA;"NA;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;";;;;;;;;;;;;
N-Acetyl-L-glutamic acid;N-Acetyl-L-glutamate;C00624;"N-Acetyl-L-glutamate; N-Acetyl-L-glutamic acid";1188-37-0;3897;1 724 311 753 344 330;190.071;188.05645;7.59;"hsa00220; hsa00470";"Arginine biosynthesis; D-Amino acid metabolism";"Metabolism; Amino acid metabolism; Metabolism of other amino acids;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;";;;;;;;;;;;;
Methyl indole-3-acetate;NA;C20635;Methyl (indol-3-yl)acetate;1912-33-0;172232359;NA;190.08626;188.0717;1.89;NA;NA;"NA;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;";;;;;;;;;;;;
3;4-dihydroxybenzenesulfonic acid;NA;C06674;4-Sulfocatechol;7134-09-0;8899;2 047 827 758;191.00087;188.98632;2.58;NA;NA;"NA;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;";;;;;;;;;;;
5-Hydroxyindoleacetic acid;5-Hydroxyindoleacetate;C05635;5-Hydroxyindoleacetate;NA;7946;27823;192.06552;190.05097;2.18;"hsa00380; hsa04726";"Tryptophan metabolism; Serotonergic synapse";"Metabolism; Amino acid metabolism; Organismal Systems; Nervous system;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;";;;;;;;;;;;;
N-Acetyl-D-penicillamine;NA;C06417;"D-Valine; (R)-2-Amino-3-methylbutyric acid";640-68-6;8652;27477;192.06889;190.05434;2.5;NA;NA;"NA;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;";;;;;;;;;;;;
N-Acetyl-L-methionine;NA;C02712;"N-Acetylmethionine; N-Acetyl-L-methionine";65-82-7;5675;21557;192.06889;190.05434;2.59;NA;NA;"NA;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;";;;;;;;;;;;;
Trans-3-Hydroxy cotinine;NA;NA;NA;NA;NA;NA;192.08933;191.0826;2.43;NA;NA;"NA;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;";;;;;;;;;;;;
"Citric acid,Citrate,C00158,""Citrate; Citric acid; 2-Hydroxy-1";2;"3-propanetricarboxylic acid;"" 2-Hydroxytricarballylic acid""""";77-92-9;3458;1 694 730 769;193.03428;191.01973;9.36;"hsa00020""; hsa00250; hsa00630; hsa04742; hsa04922;"" hsa05230";"Citrate cycle (TCA cycle)""; Alanine";" aspartate and glutamate metabolism; Glyoxylate and dicarboxylate metabolism; Taste transduction; Glucagon signaling pathway;"" Central carbon metabolism in cancer""""";"Metabolism""; Carbohydrate metabolism; Amino acid metabolism; Organismal Systems; Sensory system; Endocrine system; Human Diseases; Cancer: overview;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;";;;;;;;;;;;;
